globaleventid,sqldate,monthyear,year,fractiondate,actor1code,actor1name,actor1countrycode,actor1knowngroupcode,actor1ethniccode,actor1religion1code,actor1religion2code,actor1type1code,actor1type2code,actor1type3code,actor2code,actor2name,actor2countrycode,actor2knowngroupcode,actor2ethniccode,actor2religion1code,actor2religion2code,actor2type1code,actor2type2code,actor2type3code,isrootevent,eventcode,eventbasecode,eventrootcode,quadclass,goldsteinscale,nummentions,numsources,numarticles,avgtone,actor1geo_type,actor1geo_fullname,actor1geo_countrycode,actor1geo_adm1code,actor1geo_lat,actor1geo_long,actor1geo_featureid,actor2geo_type,actor2geo_fullname,actor2geo_countrycode,actor2geo_adm1code,actor2geo_lat,actor2geo_long,actor2geo_featureid,actiongeo_type,actiongeo_fullname,actiongeo_countrycode,actiongeo_adm1code,actiongeo_lat,actiongeo_long,actiongeo_featureid,dateadded,sourceurl,cameoeventcode,cameoevent,cameobaseeventcode,cameobaseevent,cameorooteventcode,cameorootevent
469797013,20150917,201509,2015,2015.7041,GOV,MINIST OF ENERGY,,,,,,GOV,,,,,,,,,,,,,1,14,14,1,1,0,80,1,40,-4.06504065,4,"Olkaria, Rift Valley, Kenya",KE,KE08,-0.88656,36.2696,-2260590,0,,,,,,,4,"Olkaria, Rift Valley, Kenya",KE,KE08,-0.88656,36.2696,-2260590,20150924,http://www.skyscrapercity.com/showthread.php?s=16986ea6b36ef36ffc536dba97144df6&p=127327353,14,Consider policy option,14,Consider policy option,1,MAKE PUBLIC STATEMENT
469982079,20150924,201509,2015,2015.7233,NZL,CHRISTCHURCH,NZL,,,,,,,,GOV,MINIST,,,,,,GOV,,,1,10,10,1,1,0,10,1,10,-1.005025126,4,"Salisbury, Mashonaland East, Zimbabwe",ZI,ZI04,-17.8178,31.0447,-2312291,4,"Salisbury, Mashonaland East, Zimbabwe",ZI,ZI04,-17.8178,31.0447,-2312291,4,"Salisbury, Mashonaland East, Zimbabwe",ZI,ZI04,-17.8178,31.0447,-2312291,20150924,http://www.salisburyjournal.co.uk/news/national/13783120.display/,10,"Make statement, not specified below",10,"Make statement, not specified below",1,MAKE PUBLIC STATEMENT
472109025,20151001,201510,2015,2015.7425,COP,POLICE OFFICER,,,,,,COP,,,EDUEDU,UNIVERSITY,,,,,,EDU,EDU,,1,180,180,18,4,-9,8,1,8,-2.68378063,1,Iraq,IZ,IZ,33,44,IZ,1,Iraq,IZ,IZ,33,44,IZ,1,Iraq,IZ,IZ,33,44,IZ,20151001,http://www.todayszaman.com/columnist/lale-kemal/social-democrats-get-closer-to-bread-and-butter-issues_400368.html,180,"Use unconventional violence, not specified below",180,"Use unconventional violence, not specified below",18,ASSAULT
472173950,20151001,201510,2015,2015.7425,DNK,ZEALAND,DNK,,,,,,,,,,,,,,,,,,0,10,10,1,1,0,10,1,10,-1.266490765,1,Syria,SY,SY,35,38,SY,0,,,,,,,1,Syria,SY,SY,35,38,SY,20151001,http://www.stuff.co.nz/national/politics/72629197/John-Keys-speech-to-the-United-Nations,10,"Make statement, not specified below",10,"Make statement, not specified below",1,MAKE PUBLIC STATEMENT
476147504,20151015,201510,2015,2015.7808,GOV,GOVERNMENT,,,,,,GOV,,,,,,,,,,,,,1,90,90,9,2,-2,224,26,224,-3.640674008,3,"Miami, Florida, United States",US,USFL,25.7743,-80.1937,295004,0,,,,,,,3,"Miami, Florida, United States",US,USFL,25.7743,-80.1937,295004,20151015,http://www.miamiherald.com/news/business/article39214557.html,90,"Investigate, not specified below",90,"Investigate, not specified below",9,INVESTIGATE
476189289,20151015,201510,2015,2015.7808,AUSELI,AUSTRALIA,AUS,,,,,ELI,,,AUS,AUSTRALIA,AUS,,,,,,,,1,90,90,9,2,-2,2,1,2,-2.935010482,4,"Sunshine Coast, Queensland, Australia",AS,AS04,-26.5,153,-1602923,4,"Sunshine Coast, Queensland, Australia",AS,AS04,-26.5,153,-1602923,4,"Sunshine Coast, Queensland, Australia",AS,AS04,-26.5,153,-1602923,20151015,"http://mysunshinecoast.com.au/news/news-display/labors-health-and-safety-laws-reek-of-union-payback,40480",90,"Investigate, not specified below",90,"Investigate, not specified below",9,INVESTIGATE
476494147,20151015,201510,2015,2015.7808,CAN,CANADA,CAN,,,,,,,,JPNJUD,JAPAN,JPN,,,,,JUD,,,1,10,10,1,1,0,2,1,1,-7.51565762,4,"Ottawa, Ontario, Canada",CA,CA08,45.4167,-75.7,-570760,1,Japan,JA,JA,36,138,JA,1,Japan,JA,JA,36,138,JA,20151015,http://www.winnipegsun.com/2015/10/15/ex-soldier-jailed-for-anime-child-porn,10,"Make statement, not specified below",10,"Make statement, not specified below",1,MAKE PUBLIC STATEMENT
482021225,20151105,201511,2015,2015.8356,MIL,MILITARY,,,,,,MIL,,,,,,,,,,,,,1,14,14,1,1,0,340,75,340,-0.524737085,4,"Yangon, Yangon, Myanmar",BM,BM17,16.8053,96.1561,-440623,0,,,,,,,4,"Yangon, Yangon, Myanmar",BM,BM17,16.8053,96.1561,-440623,20151105,http://www.dw.com/en/myanmars-suu-kyi-eyes-role-above-the-president-ahead-of-elections/a-18829293,14,Consider policy option,14,Consider policy option,1,MAKE PUBLIC STATEMENT
484346580,20151112,201511,2015,2015.8548,JEW,JEWISH,,,,JEW,,,,,CHRCTH,CATHOLIC,,,,CHR,CTH,,,,0,50,50,5,1,3.5,14,3,14,-1.765527437,4,"Athens, AttikíR, Greece",GR,GR35,37.9833,23.7333,-814876,4,"Athens, AttikíR, Greece",GR,GR35,37.9833,23.7333,-814876,4,"Athens, AttikíR, Greece",GR,GR35,37.9833,23.7333,-814876,20151112,http://forward.com/news/breaking-news/324654/after-4-decades-jewish-dialogue-with-orthodox-christians-still-shaky/,50,"Engage in diplomatic cooperation, not specified below",50,"Engage in diplomatic cooperation, not specified below",5,ENGAGE IN DIPLOMATIC COOPERATION
484352987,20151112,201511,2015,2015.8548,IGOUNO,THE UN,,UNO,,,,IGO,,,,,,,,,,,,,0,90,90,9,2,-2,2,1,2,-9.357798165,2,"Alabama, United States",US,USAL,32.799,-86.8073,AL,0,,,,,,,2,"Alabama, United States",US,USAL,32.799,-86.8073,AL,20151112,http://www.taipeitimes.com/News/world/archives/2015/11/13/2003632380,90,"Investigate, not specified below",90,"Investigate, not specified below",9,INVESTIGATE
486579429,20151119,201511,2015,2015.874,JUD,SUPERIOR COURT,,,,,,JUD,,,MED,MEDIA,,,,,,MED,,,1,10,10,1,1,0,10,1,10,-1.158301158,2,"Georgia, United States",US,USGA,0,0,GA,1,Georgia,GG,GG,42,43.5,GG,1,Georgia,GG,GG,42,43.5,GG,20151119,http://patch.com/georgia/cartersville/elections-office-data-breach-does-not-compromise-integrity-vote-0,10,"Make statement, not specified below",10,"Make statement, not specified below",1,MAKE PUBLIC STATEMENT
492991772,20151210,201512,2015,2015.9315,GOV,ENERGY MINIST,,,,,,GOV,,,LEG,DELEGATE,,,,,,LEG,,,1,10,10,1,1,0,10,1,10,1.795332136,4,"Harare, Mashonaland East, Zimbabwe",ZI,ZI04,-17.8178,31.0447,-2312291,4,"Harare, Mashonaland East, Zimbabwe",ZI,ZI04,-17.8178,31.0447,-2312291,4,"Harare, Mashonaland East, Zimbabwe",ZI,ZI04,-17.8178,31.0447,-2312291,20151210,https://www.dailynews.co.zw/articles/2015/12/10/youths-urged-to-venture-into-power-projects,10,"Make statement, not specified below",10,"Make statement, not specified below",1,MAKE PUBLIC STATEMENT
493043267,20151210,201512,2015,2015.9315,KEN,NAIROBI,KEN,,,,,,,,IND,MUMBAI,IND,,,,,,,,0,90,90,9,2,-2,3,1,3,-3.294289898,4,"Nairobi, Nairobi Area, Kenya",KE,KE05,-1.28333,36.8167,-2258072,4,"Mumbai, Maharashtra, India",IN,IN16,18.975,72.8258,-2092174,4,"Mumbai, Maharashtra, India",IN,IN16,18.975,72.8258,-2092174,20151210,http://blogs.worldbank.org/voices/archive/201511,90,"Investigate, not specified below",90,"Investigate, not specified below",9,INVESTIGATE
506445523,20160128,201601,2016,2016.0767,GOV,FIRE CHIEF,,,,,,GOV,,,BUS,BUSINESS,,,,,,BUS,,,1,50,50,5,1,3.5,20,2,20,0.779002876,0,,,,,,,0,,,,,,,0,,,,,,,20160128,http://apps3.nevadaappeal.com/utils/c2/app/v2/index.php?do=adDetail&adId=11867254,50,"Engage in diplomatic cooperation, not specified below",50,"Engage in diplomatic cooperation, not specified below",5,ENGAGE IN DIPLOMATIC COOPERATION
510777960,20160211,201602,2016,2016.1123,USAJUD,KENTUCKY,USA,,,,,JUD,,,JUD,APPEALS COURT,,,,,,JUD,,,1,14,14,1,1,0,18,3,18,2.821028881,2,"Kentucky, United States",US,USKY,37.669,-84.6514,KY,2,"Kentucky, United States",US,USKY,37.669,-84.6514,KY,2,"Kentucky, United States",US,USKY,37.669,-84.6514,KY,20160211,http://wfpl.org/kentucky-supreme-court-wont-take-up-bluegrass-pipeline/,14,Consider policy option,14,Consider policy option,1,MAKE PUBLIC STATEMENT
510780171,20160211,201602,2016,2016.1123,TUR,TURKEY,TUR,,,,,,,,,,,,,,,,,,1,90,90,9,2,-2,2,1,2,-7.038834951,1,Turkey,TU,TU,39,35,TU,0,,,,,,,4,"Athens, AttikíR, Greece",GR,GR35,37.9833,23.7333,-814876,20160211,http://www.china.org.cn/world/Off_the_Wire/2016-02/11/content_37771805.htm,90,"Investigate, not specified below",90,"Investigate, not specified below",9,INVESTIGATE
512861650,20160218,201602,2016,2016.1315,USA,DISTRICT OF COLUMBIA,USA,,,,,,,,,,,,,,,,,,1,10,10,1,1,0,36,7,34,-0.134550743,2,"Nebraska, United States",US,USNE,41.1289,-98.2883,NE,0,,,,,,,2,"Nebraska, United States",US,USNE,41.1289,-98.2883,NE,20160218,http://www.benzinga.com/pressreleases/16/02/p6360245/aia-testifies-in-opposition-of-nebraska-price-optimization-bill,10,"Make statement, not specified below",10,"Make statement, not specified below",1,MAKE PUBLIC STATEMENT
515473104,20160225,201602,2016,2016.1507,CVL,POPULATION,,,,,,CVL,,,,,,,,,,,,,0,10,10,1,1,0,10,1,10,0,5,"Suffolk, Suffolk, United Kingdom",UK,UKN5,52.1667,1,-2609091,0,,,,,,,5,"Suffolk, Suffolk, United Kingdom",UK,UKN5,52.1667,1,-2609091,20160225,http://www.eveningnews24.co.uk:80/news/politics/do_you_want_to_have_you_say_in_the_upcoming_elections_new_figures_show_big_fall_in_numbers_registered_to_vote_in_norfolk_and_suffolk_1_4433641,10,"Make statement, not specified below",10,"Make statement, not specified below",1,MAKE PUBLIC STATEMENT
517457269,20160303,201603,2016,2016.1726,JUD,ATTORNEY,,,,,,JUD,,,USA,ATLANTA,USA,,,,,,,,1,10,10,1,1,0,20,3,20,-4.26519445,0,,,,,,,0,,,,,,,0,,,,,,,20160303,http://www.vladtv.com/article/216837/5-women-claim-katt-williams-pointed-a-gun-at-them-stole-their-phones,10,"Make statement, not specified below",10,"Make statement, not specified below",1,MAKE PUBLIC STATEMENT
517600452,20160303,201603,2016,2016.1726,DJI,DJIBOUTI,DJI,,,,,,,,,,,,,,,,,,1,10,10,1,1,0,10,1,10,2.958212029,2,"South Carolina, United States",US,USSC,33.8191,-80.9066,SC,0,,,,,,,2,"South Carolina, United States",US,USSC,33.8191,-80.9066,SC,20160303,http://worldmaritimenews.com/archives/184628/construction-starts-at-damerjog-lng-terminal-in-djibouti/,10,"Make statement, not specified below",10,"Make statement, not specified below",1,MAKE PUBLIC STATEMENT
519771646,20160310,201603,2016,2016.1918,USABUS,SAN FRANCISCO,USA,,,,,BUS,,,BUS,COMPANY,,,,,,BUS,,,1,10,10,1,1,0,12,2,12,-0.113718945,3,"Stanford University, California, United States",US,USCA,37.4289,-122.17,235365,3,"Stanford University, California, United States",US,USCA,37.4289,-122.17,235365,3,"Stanford University, California, United States",US,USCA,37.4289,-122.17,235365,20160310,http://www.businesswire.com/news/home/20160310005409/en/Invitae-Presents-Data-Demonstrating-High-Concordance-Variant,10,"Make statement, not specified below",10,"Make statement, not specified below",1,MAKE PUBLIC STATEMENT
535192197,20160421,201604,2016,2016.3041,,,,,,,,,,,PTY,PRESIDENTIAL CANDIDATE,,,,,,,,,1,100,100,10,3,-5,42,5,42,-0.301507538,0,,,,,,,3,"Manhattan, New York, United States",US,USNY,40.7834,-73.9662,971945,3,"Manhattan, New York, United States",US,USNY,40.7834,-73.9662,971945,20160428,http://www.10tv.com/content/stories/apexchange/2016/04/28/us--jenner-trump-bathroom.html,100,"Demand, not specified below",100,"Demand, not specified below",10,DEMAND
535313806,20160428,201604,2016,2016.3233,USA,NEW YORK,USA,,,,,,,,,,,,,,,,,,1,10,10,1,1,0,6,1,6,-4.112983152,4,"Port-Au-Prince, Ouest, Haiti",HA,HA11,18.5392,-72.335,-70311,0,,,,,,,4,"Port-Au-Prince, Ouest, Haiti",HA,HA11,18.5392,-72.335,-70311,20160428,http://ww4report.com/node/14786,10,"Make statement, not specified below",10,"Make statement, not specified below",1,MAKE PUBLIC STATEMENT
539762604,20160512,201605,2016,2016.3616,USA,UNITED STATES,USA,,,,,,,,USAGOV,THE WHITE HOUSE,USA,,,,,GOV,,,1,50,50,5,1,3.5,2,1,2,-2.103559871,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20160512,http://www.huffingtonpost.com/michael-golden/ryan-offers-civics-lesson_b_9937216.html,50,"Engage in diplomatic cooperation, not specified below",50,"Engage in diplomatic cooperation, not specified below",5,ENGAGE IN DIPLOMATIC COOPERATION
548642988,20160609,201606,2016,2016.4356,USA,UNITED STATES,USA,,,,,,,,UIS,THE INTERNATIONAL COMMUNITY,,,,,,UIS,,,1,100,100,10,3,-5,1,1,1,-4.264705882,2,"New York, United States",US,USNY,42.1497,-74.9384,NY,1,Sudan,SU,SU,15,30,SU,1,Sudan,SU,SU,15,30,SU,20160609,http://aa.com.tr/en/africa/accountability-vs-reconciliation-ssudan-divided/586749,100,"Demand, not specified below",100,"Demand, not specified below",10,DEMAND
553343861,20160623,201606,2016,2016.474,GBR,BRITISH,GBR,,,,,,,,ESP,SPAIN,ESP,,,,,,,,1,14,14,1,1,0,1,1,1,-0.36900369,4,"London, London, City of, United Kingdom",UK,UKH9,51.5,-0.116667,-2601889,1,Spain,SP,SP,40,-4,SP,4,"London, London, City of, United Kingdom",UK,UKH9,51.5,-0.116667,-2601889,20160623,http://www.nbcnews.com/slideshow/or-out-u-k-votes-brexit-n597821,14,Consider policy option,14,Consider policy option,1,MAKE PUBLIC STATEMENT
555269042,20160630,201606,2016,2016.4932,FRA,FRANCE,FRA,,,,,,,,IGOEUREEC,EUROPEAN PARLIAMENT,EUR,EEC,,,,IGO,,,1,10,10,1,1,0,2,1,2,-2.928870293,4,"Paris, France (general), France",FR,FR00,48.8667,2.33333,-1456928,4,"Paris, France (general), France",FR,FR00,48.8667,2.33333,-1456928,4,"Paris, France (general), France",FR,FR00,48.8667,2.33333,-1456928,20160630,http://www.taiwansun.com/index.php/sid/245370081,10,"Make statement, not specified below",10,"Make statement, not specified below",1,MAKE PUBLIC STATEMENT
